session,order_id,side,price,queued_time_ms,initial_queue_ahead,total_trade_queue_drained,total_cancel_queue_drained,first_fill_time_ms,first_queue_ahead_before_trade,first_queue_ahead_before_fill,filled_quantity,final_status
2026-04-17 12:00,ord-000001,buy,75587.69,1776427200224,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000002,sell,75591.70,1776427200224,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000003,buy,75629.99,1776427205224,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000004,sell,75634.00,1776427205224,0.00120000,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000005,buy,75620.79,1776427210224,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000006,sell,75624.80,1776427210224,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000007,buy,75620.52,1776427215224,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000008,sell,75624.53,1776427215224,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000009,buy,75623.34,1776427221724,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000010,sell,75627.35,1776427221724,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000011,buy,75614.22,1776427226724,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000012,sell,75618.23,1776427226724,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000013,buy,75616.28,1776427237124,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000014,sell,75620.29,1776427237124,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000015,buy,75613.66,1776427242124,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000016,sell,75617.67,1776427242124,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000017,buy,75597.25,1776427247124,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000018,sell,75601.26,1776427247124,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000019,buy,75589.71,1776427252124,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000020,sell,75593.72,1776427252124,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000021,buy,75595.99,1776427257124,0.70055000,0.00006997809860099226746524829102,0.7004800219013990077325347517,1776427261594,0.00006997809860099226746524829102,0.00000000000000000000000000000000,0.00007002190139900773253475170898,cancelled
2026-04-17 12:00,ord-000022,sell,75600.00,1776427257124,0.00120000,0.00120000,0,,,,0,cancelled
2026-04-17 12:00,ord-000023,buy,75584.53,1776427262124,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000024,sell,75588.54,1776427262124,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000025,buy,75599.88,1776427267636,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000026,sell,75603.89,1776427267636,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000027,buy,75609.74,1776427272724,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000028,sell,75613.75,1776427272724,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000029,buy,75617.84,1776427283224,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000030,sell,75621.85,1776427283224,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000031,buy,75614.48,1776427288224,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000032,sell,75618.49,1776427288224,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000033,buy,75611.48,1776427293224,0,0,0,,,,0,cancelled
2026-04-17 12:00,ord-000034,sell,75615.49,1776427293224,0,0,0,,,,0,cancelled
