session,order_id,side,price,queued_time_ms,initial_queue_ahead,total_trade_queue_drained,total_cancel_queue_drained,first_fill_time_ms,first_queue_ahead_before_trade,first_queue_ahead_before_fill,filled_quantity,final_status
2026-05-07 16:00,ord-000001,buy,79891.67,1778169600224,0,0,0,,,,0,cancelled
2026-05-07 16:00,ord-000002,sell,79895.68,1778169600224,0,0,0,,,,0,cancelled
2026-05-07 16:00,ord-000003,buy,79850.00,1778169605224,0.01134000,0.01134000,0,1778169605390,0.01134000,0.00000000,0.001,filled
2026-05-07 16:00,ord-000004,sell,79854.01,1778169605224,0,0,0,,,,0,cancelled
2026-05-07 16:00,ord-000005,buy,79847.74,1778169605424,0,0,0,,,,0,cancelled
2026-05-07 16:00,ord-000006,sell,79851.75,1778169605424,0,0,0,,,,0,cancelled
2026-05-07 16:00,ord-000007,buy,79847.99,1778169610424,0,0,0,,,,0,cancelled
2026-05-07 16:00,ord-000008,sell,79852.00,1778169610424,0.00440000,0,0,,,,0,cancelled
2026-05-07 16:00,ord-000009,buy,79830.01,1778169615424,0,0,0,,,,0,cancelled
2026-05-07 16:00,ord-000010,sell,79834.02,1778169615424,0.00015000,0,0.0001181818181818181818181818182,,,,0,cancelled
2026-05-07 16:00,ord-000011,buy,79831.61,1778169621324,0.97617000,0,0.9761700000000000000000000000,,,,0,cancelled
2026-05-07 16:00,ord-000012,sell,79835.62,1778169621324,0,0,0,,,,0,cancelled
2026-05-07 16:00,ord-000013,buy,79839.56,1778169626324,0,0,0,,,,0,cancelled
2026-05-07 16:00,ord-000014,sell,79843.57,1778169626324,0,0,0,,,,0,cancelled
2026-05-07 16:00,ord-000015,buy,79847.96,1778169631324,0,0,0,,,,0,cancelled
2026-05-07 16:00,ord-000016,sell,79851.97,1778169631324,0,0,0,,,,0,cancelled
2026-05-07 16:00,ord-000017,buy,79847.16,1778169636324,0,0,0,,,,0,cancelled
