session,order_id,side,price,queued_time_ms,initial_queue_ahead,total_trade_queue_drained,total_cancel_queue_drained,first_fill_time_ms,first_queue_ahead_before_trade,first_queue_ahead_before_fill,filled_quantity,final_status
2026-05-09 13:00,ord-000001,buy,80395.97,1778331600124,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000002,sell,80399.98,1778331600124,0.19031000,0.1897513359761165106476713223,0.0005586640238834893523286777,1778331740195,0.1897513359761165106476713223,0.0000000000000000000000000000,0.0005586640238834893523286777,cancelled
2026-05-09 13:00,ord-000003,buy,80405.35,1778331740224,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000004,sell,80409.36,1778331740224,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000005,buy,80405.99,1778331745224,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000006,sell,80410.00,1778331745224,0.01141000,0,0.00014000000000000000000000000,,,,0,cancelled
2026-05-09 13:00,ord-000007,buy,80405.87,1778331816424,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000008,sell,80409.88,1778331816424,0.00008000,0,0.00008000,,,,0,cancelled
2026-05-09 13:00,ord-000009,buy,80402.29,1778331821424,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000010,sell,80406.30,1778331821424,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000011,buy,80400.47,1778331826424,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000012,sell,80404.48,1778331826424,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000013,buy,80379.20,1778331831424,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000014,sell,80383.21,1778331831424,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000015,buy,80377.99,1778331928124,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000016,sell,80382.00,1778331928124,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000017,buy,80378.02,1778332014824,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000018,sell,80382.03,1778332014824,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000019,buy,80379.19,1778332019824,0,0,0,,,,0,cancelled
2026-05-09 13:00,ord-000020,sell,80383.20,1778332019824,0,0,0,,,,0,cancelled
