session,order_id,side,price,queued_time_ms,initial_queue_ahead,total_trade_queue_drained,total_cancel_queue_drained,first_fill_time_ms,first_queue_ahead_before_trade,first_queue_ahead_before_fill,filled_quantity,final_status
2026-04-15 12:00,ord-000001,buy,74199.77,1776254400224,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000002,sell,74203.78,1776254400224,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000003,buy,74193.25,1776254405224,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000004,sell,74197.26,1776254405224,0.00314000,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000005,buy,74161.81,1776254410224,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000006,sell,74165.82,1776254410224,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000007,buy,74163.13,1776254415224,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000008,sell,74167.14,1776254415224,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000009,buy,74165.81,1776254424724,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000010,sell,74169.82,1776254424724,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000011,buy,74168.76,1776254429724,0,0,0,1776254441866,0,0,0.00008000,cancelled
2026-04-15 12:00,ord-000012,sell,74172.77,1776254429724,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000013,buy,74163.13,1776254441924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000014,sell,74167.14,1776254441924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000015,buy,74159.48,1776254446924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000016,sell,74163.49,1776254446924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000017,buy,74165.09,1776254451924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000018,sell,74169.10,1776254451924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000019,buy,74158.84,1776254456924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000020,sell,74162.85,1776254456924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000021,buy,74158.30,1776254461924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000022,sell,74162.31,1776254461924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000023,buy,74171.39,1776254466924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000024,sell,74175.40,1776254466924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000025,buy,74158.00,1776254471924,0.00120000,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000026,sell,74162.01,1776254471924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000027,buy,74157.68,1776254476924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000028,sell,74161.69,1776254476924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000029,buy,74177.11,1776254481924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000030,sell,74181.12,1776254481924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000031,buy,74171.05,1776254486924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000032,sell,74175.06,1776254486924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000033,buy,74177.00,1776254491924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000034,sell,74181.01,1776254491924,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000035,buy,74181.94,1776254499224,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000036,sell,74185.95,1776254499224,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000037,buy,74185.49,1776254504524,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000038,sell,74189.50,1776254504524,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000039,buy,74126.24,1776254509528,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000040,sell,74130.25,1776254509528,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000041,buy,74172.57,1776254514624,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000042,sell,74176.58,1776254514624,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000043,buy,74173.99,1776254519624,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000044,sell,74178.00,1776254519624,0.01336000,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000045,buy,74160.06,1776254524624,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000046,sell,74164.07,1776254524624,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000047,buy,74151.28,1776254529625,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000048,sell,74155.29,1776254529625,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000049,buy,74143.26,1776254534724,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000050,sell,74147.27,1776254534724,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000051,buy,74132.87,1776254539724,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000052,sell,74136.88,1776254539724,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000053,buy,74140.28,1776254552026,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000054,sell,74144.29,1776254552026,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000055,buy,74178.69,1776254557124,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000056,sell,74182.70,1776254557124,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000057,buy,74187.99,1776254562124,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000058,sell,74192.00,1776254562124,0.00120000,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000059,buy,74188.86,1776254568024,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000060,sell,74192.87,1776254568024,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000061,buy,74192.43,1776254573024,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000062,sell,74196.44,1776254573024,0.10183000,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000063,buy,74194.32,1776254578124,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000064,sell,74198.33,1776254578124,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000065,buy,74195.41,1776254583124,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000066,sell,74199.42,1776254583124,0.00016000,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000067,buy,74179.42,1776254588124,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000068,sell,74183.43,1776254588124,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000069,buy,74171.78,1776254593125,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000070,sell,74175.79,1776254593125,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000071,buy,74199.92,1776254598224,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000072,sell,74203.93,1776254598224,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000073,buy,74203.34,1776254603224,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000074,sell,74207.35,1776254603224,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000075,buy,74199.47,1776254608224,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000076,sell,74203.48,1776254608224,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000077,buy,74203.34,1776254619124,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000078,sell,74207.35,1776254619124,0,0,0,,,,0,cancelled
2026-04-15 12:00,ord-000079,buy,74207.79,1776254624124,0,0,0,,,,0,cancelled
