session,order_id,side,price,queued_time_ms,initial_queue_ahead,total_trade_queue_drained,total_cancel_queue_drained,first_fill_time_ms,first_queue_ahead_before_trade,first_queue_ahead_before_fill,filled_quantity,final_status
2026-04-18 19:00,ord-000001,buy,75624.02,1776538801230,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000002,sell,75628.03,1776538801230,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000003,buy,75629.52,1776538811182,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000004,sell,75633.53,1776538811182,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000005,buy,75642.52,1776538816224,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000006,sell,75646.53,1776538816224,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000007,buy,75639.98,1776538824224,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000008,sell,75643.99,1776538824224,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000009,buy,75632.34,1776538829224,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000010,sell,75636.35,1776538829224,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000011,buy,75636.42,1776538851124,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000012,sell,75640.43,1776538851124,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000013,buy,75660.91,1776538856124,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000014,sell,75664.92,1776538856124,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000015,buy,75669.45,1776538861124,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000016,sell,75673.46,1776538861124,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000017,buy,75668.30,1776538873224,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000018,sell,75672.31,1776538873224,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000019,buy,75662.16,1776538878224,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000020,sell,75666.17,1776538878224,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000021,buy,75665.94,1776538888156,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000022,sell,75669.95,1776538888156,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000023,buy,75678.51,1776538893224,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000024,sell,75682.52,1776538893224,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000025,buy,75674.40,1776538909924,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000026,sell,75678.41,1776538909924,0,0,0,,,,0,cancelled
2026-04-18 19:00,ord-000027,buy,75667.39,1776538914924,0,0,0,,,,0,cancelled
