session,order_id,side,price,queued_time_ms,initial_queue_ahead,total_trade_queue_drained,total_cancel_queue_drained,first_fill_time_ms,first_queue_ahead_before_trade,first_queue_ahead_before_fill,filled_quantity,final_status
2026-05-08 07:00,ord-000001,buy,79523.76,1778223600124,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000002,sell,79527.77,1778223600124,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000003,buy,79500.13,1778223605124,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000004,sell,79504.14,1778223605124,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000005,buy,79493.11,1778223613124,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000006,sell,79497.12,1778223613124,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000007,buy,79470.72,1778223618124,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000008,sell,79474.73,1778223618124,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000009,buy,79480.72,1778223623124,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000010,sell,79484.73,1778223623124,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000011,buy,79467.66,1778223628124,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000012,sell,79471.67,1778223628124,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000013,buy,79458.44,1778223635330,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000014,sell,79462.45,1778223635330,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000015,buy,79471.90,1778223640424,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000016,sell,79475.91,1778223640424,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000017,buy,79470.09,1778223660224,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000018,sell,79474.10,1778223660224,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000019,buy,79456.46,1778223665224,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000020,sell,79460.47,1778223665224,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000021,buy,79453.84,1778223705224,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000022,sell,79457.85,1778223705224,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000023,buy,79441.27,1778223710224,0.00007000,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000024,sell,79445.28,1778223710224,0,0,0,,,,0,cancelled
2026-05-08 07:00,ord-000025,buy,79449.22,1778223717824,0,0,0,,,,0,cancelled
